centre,param,point,TT,C0,ETF,LP,FC,beta,FRAC,K1,alpha,K2,UBAS,PM
0,TT,0,-3.8293958912,7.172186614215504,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,TT,1,-3.0293958912,7.172186614215504,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,TT,2,-2.2293958912000003,7.172186614215504,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,TT,3,-1.4293958912,7.172186614215504,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,TT,4,-0.6293958912000002,7.172186614215504,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,TT,5,0.1706041088000001,7.172186614215504,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,TT,6,0.9706041087999999,7.172186614215504,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,TT,7,1.770604108868696,7.172186614215504,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,TT,8,2.5706041087999996,7.172186614215504,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,TT,9,3.3706041088000003,7.172186614215504,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,C0,0,1.770604108868696,0.17218661400000002,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,C0,1,1.770604108868696,1.172186614,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,C0,2,1.770604108868696,2.172186614,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,C0,3,1.770604108868696,3.172186614,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,C0,4,1.770604108868696,4.172186614,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,C0,5,1.770604108868696,5.172186613999999,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,C0,6,1.770604108868696,6.172186614,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,C0,7,1.770604108868696,7.172186614215504,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,C0,8,1.770604108868696,8.172186614,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,C0,9,1.770604108868696,9.172186614,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,ETF,0,1.770604108868696,7.172186614215504,0.0176484229,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,ETF,1,1.770604108868696,7.172186614215504,0.1176484229,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,ETF,2,1.770604108868696,7.172186614215504,0.2176484229,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,ETF,3,1.770604108868696,7.172186614215504,0.3176484229,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,ETF,4,1.770604108868696,7.172186614215504,0.4176484229,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,ETF,5,1.770604108868696,7.172186614215504,0.5176484229,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,ETF,6,1.770604108868696,7.172186614215504,0.6176484228629261,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,ETF,7,1.770604108868696,7.172186614215504,0.7176484229,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,ETF,8,1.770604108868696,7.172186614215504,0.8176484229,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,ETF,9,1.770604108868696,7.172186614215504,0.9176484229,0.7198236441188914,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
0,LP,0,1.770604108868696,7.172186614215504,0.6176484228629261,0.0198236441,333.46108850388515,1.945987533503689,0.48273628543298186,0.5636818579459674,1.3224344051306234,0.01446105390545483,2.1869604400224354,0.7109983163803849
